"","FIPS","stateName","countyName","ccvi"
"121",22071008400,"LOUISIANA","Orleans","0.70093237832670696"
"122",22071008500,"LOUISIANA","Orleans","0.82219697704382"
"123",22071008600,"LOUISIANA","Orleans","0.93556476080963102"
"124",22071008800,"LOUISIANA","Orleans","0.32246713123952297"
"125",22071009000,"LOUISIANA","Orleans","0.31653759299538697"
"126",22071009100,"LOUISIANA","Orleans","0.80413128108505005"
"127",22071009200,"LOUISIANA","Orleans","0.88575941037115002"
"128",22071009400,"LOUISIANA","Orleans","0.91967415247779905"
"129",22071009600,"LOUISIANA","Orleans","0.69462878042698195"
"130",22071009700,"LOUISIANA","Orleans","0.24226597026918401"
"131",22071009900,"LOUISIANA","Orleans","0.65461825134037999"
"132",22071010000,"LOUISIANA","Orleans","0.77254402127983801"
"133",22071010100,"LOUISIANA","Orleans","0.31753508541028802"
"134",22071010200,"LOUISIANA","Orleans","0.67614746262866998"
"135",22071010300,"LOUISIANA","Orleans","0.89052520746456798"
"136",22071010600,"LOUISIANA","Orleans","0.38118064310552602"
"137",22071010700,"LOUISIANA","Orleans","0.35782269572325098"
"138",22071010800,"LOUISIANA","Orleans","8.8458181515911394E-2"
"139",22071010900,"LOUISIANA","Orleans","0.41613443981103099"
"140",22071011100,"LOUISIANA","Orleans","0.66606170598911096"
"141",22071011200,"LOUISIANA","Orleans","0.498981726493121"
"142",22071011400,"LOUISIANA","Orleans","0.25452681453568099"
"143",22071011500,"LOUISIANA","Orleans","0.42966985771879002"
"144",22071011600,"LOUISIANA","Orleans","0.14861251575899501"
"145",22071011700,"LOUISIANA","Orleans","0.206189994596916"
"146",22071011900,"LOUISIANA","Orleans","0.20894695279921299"
"147",22071012000,"LOUISIANA","Orleans","0.107576786134855"
"148",22071012101,"LOUISIANA","Orleans","0.11836909990163599"
"149",22071012102,"LOUISIANA","Orleans","0.191892603316662"
"150",22071012200,"LOUISIANA","Orleans","0.168603926240978"
"151",22071012300,"LOUISIANA","Orleans","0.50286086366218297"
"152",22071012400,"LOUISIANA","Orleans","0.50209889028968802"
"153",22071012500,"LOUISIANA","Orleans","0.599853146950028"
"154",22071012600,"LOUISIANA","Orleans","0.20456906942270101"
"155",22071012700,"LOUISIANA","Orleans","0.46988819772516299"
"156",22071012800,"LOUISIANA","Orleans","0.81316412906443503"
"157",22071012900,"LOUISIANA","Orleans","0.65992435682520301"
"158",22071013000,"LOUISIANA","Orleans","0.69806458763386503"
"159",22071013100,"LOUISIANA","Orleans","0.80318920491542101"
"160",22071013200,"LOUISIANA","Orleans","0.71074105373990404"
"161",22071013301,"LOUISIANA","Orleans","9.8571646278106398E-2"
"162",22071013302,"LOUISIANA","Orleans","0.22558568044222199"
"163",22071013400,"LOUISIANA","Orleans","0.29538244136268499"
"164",22071013500,"LOUISIANA","Orleans","0.55744586525539996"
"165",22071013600,"LOUISIANA","Orleans","0.45837547276984197"
"166",22071013700,"LOUISIANA","Orleans","0.63362934844349605"
"167",22071013800,"LOUISIANA","Orleans","0.95547304692370605"
"168",22071013900,"LOUISIANA","Orleans","0.81337193998420598"
"169",22071014000,"LOUISIANA","Orleans","0.86953630456768405"
"170",22071014100,"LOUISIANA","Orleans","0.55680857843476805"
"171",22071014200,"LOUISIANA","Orleans","0.303667170030895"
"172",22071014300,"LOUISIANA","Orleans","0.92218173757637101"
"173",22071014400,"LOUISIANA","Orleans","0.32555658691345402"
"174",22071014500,"LOUISIANA","Orleans","NULL"
"175",22071980000,"LOUISIANA","Orleans","NULL"
"176",22071980100,"LOUISIANA","Orleans","NULL"
"177",22071990000,"LOUISIANA","Orleans","NULL"
